filename,fold,target,category,esc10,src_file,take
1-100032-A-0.wav,1,0,dog,True,100032,A
1-101336-A-30.wav,1,30,door_wood_knock,False,101336,A
1-103995-A-30.wav,1,30,door_wood_knock,False,103995,A
1-103999-A-30.wav,1,30,door_wood_knock,False,103999,A
1-104089-A-22.wav,1,22,clapping,False,104089,A
1-104089-B-22.wav,1,22,clapping,False,104089,B
1-105224-A-22.wav,1,22,clapping,False,105224,A
1-110389-A-0.wav,1,0,dog,True,110389,A
1-110537-A-22.wav,1,22,clapping,False,110537,A
1-115920-A-22.wav,1,22,clapping,False,115920,A
1-115920-B-22.wav,1,22,clapping,False,115920,B
1-115921-A-22.wav,1,22,clapping,False,115921,A
1-13571-A-46.wav,1,46,church_bells,False,13571,A
1-13572-A-46.wav,1,46,church_bells,False,13572,A
1-13613-A-37.wav,1,37,clock_alarm,False,13613,A
1-137-A-32.wav,1,32,keyboard_typing,False,137,A
1-14262-A-37.wav,1,37,clock_alarm,False,14262,A
1-15689-A-4.wav,1,4,frog,False,15689,A
1-15689-B-4.wav,1,4,frog,False,15689,B
1-17970-A-4.wav,1,4,frog,False,17970,A
1-187207-A-20.wav,1,20,crying_baby,True,187207,A
1-18755-A-4.wav,1,4,frog,False,18755,A
1-18755-B-4.wav,1,4,frog,False,18755,B
1-18757-A-4.wav,1,4,frog,False,18757,A
1-19111-A-24.wav,1,24,coughing,False,19111,A
1-19118-A-24.wav,1,24,coughing,False,19118,A
1-211527-A-20.wav,1,20,crying_baby,True,211527,A
1-211527-B-20.wav,1,20,crying_baby,True,211527,B
1-211527-C-20.wav,1,20,crying_baby,True,211527,C
1-21421-A-46.wav,1,46,church_bells,False,21421,A
1-22694-A-20.wav,1,20,crying_baby,True,22694,A
1-22694-B-20.wav,1,20,crying_baby,True,22694,B
1-22804-A-46.wav,1,46,church_bells,False,22804,A
1-26188-A-30.wav,1,30,door_wood_knock,False,26188,A
1-30226-A-0.wav,1,0,dog,True,30226,A
1-30344-A-0.wav,1,0,dog,True,30344,A
1-30830-A-24.wav,1,24,coughing,False,30830,A
1-31482-A-42.wav,1,42,siren,False,31482,A
1-31482-B-42.wav,1,42,siren,False,31482,B
1-31836-A-4.wav,1,4,frog,False,31836,A
1-31836-B-4.wav,1,4,frog,False,31836,B
1-32318-A-0.wav,1,0,dog,True,32318,A
1-34094-A-5.wav,1,5,cat,False,34094,A
1-34094-B-5.wav,1,5,cat,False,34094,B
1-34853-A-37.wav,1,37,clock_alarm,False,34853,A
1-40154-A-46.wav,1,46,church_bells,False,40154,A
1-47819-A-5.wav,1,5,cat,False,47819,A
1-47819-B-5.wav,1,5,cat,False,47819,B
1-47819-C-5.wav,1,5,cat,False,47819,C
1-48298-A-46.wav,1,46,church_bells,False,48298,A
1-52266-A-24.wav,1,24,coughing,False,52266,A
1-52290-A-30.wav,1,30,door_wood_knock,False,52290,A
1-52323-A-24.wav,1,24,coughing,False,52323,A
1-53501-A-32.wav,1,32,keyboard_typing,False,53501,A
1-53663-A-24.wav,1,24,coughing,False,53663,A
1-54084-A-42.wav,1,42,siren,False,54084,A
1-54747-A-46.wav,1,46,church_bells,False,54747,A
1-56380-A-5.wav,1,5,cat,False,56380,A
1-56380-B-5.wav,1,5,cat,False,56380,B
1-56907-A-46.wav,1,46,church_bells,False,56907,A
1-58792-A-24.wav,1,24,coughing,False,58792,A
1-59513-A-0.wav,1,0,dog,True,59513,A
1-60997-A-20.wav,1,20,crying_baby,True,60997,A
1-60997-B-20.wav,1,20,crying_baby,True,60997,B
1-61212-A-32.wav,1,32,keyboard_typing,False,61212,A
1-62594-A-32.wav,1,32,keyboard_typing,False,62594,A
1-63679-A-24.wav,1,24,coughing,False,63679,A
1-67033-A-37.wav,1,37,clock_alarm,False,67033,A
1-72195-A-37.wav,1,37,clock_alarm,False,72195,A
1-72195-B-37.wav,1,37,clock_alarm,False,72195,B
1-74517-A-37.wav,1,37,clock_alarm,False,74517,A
1-76831-A-42.wav,1,42,siren,False,76831,A
1-76831-B-42.wav,1,42,siren,False,76831,B
1-76831-C-42.wav,1,42,siren,False,76831,C
1-76831-D-42.wav,1,42,siren,False,76831,D
1-76831-E-42.wav,1,42,siren,False,76831,E
1-79113-A-5.wav,1,5,cat,False,79113,A
1-79711-A-32.wav,1,32,keyboard_typing,False,79711,A
1-81001-A-30.wav,1,30,door_wood_knock,False,81001,A
1-81001-B-30.wav,1,30,door_wood_knock,False,81001,B
1-82817-A-30.wav,1,30,door_wood_knock,False,82817,A
1-84393-A-32.wav,1,32,keyboard_typing,False,84393,A
1-85362-A-0.wav,1,0,dog,True,85362,A
1-94036-A-22.wav,1,22,clapping,False,94036,A
1-94231-A-32.wav,1,32,keyboard_typing,False,94231,A
1-94231-B-32.wav,1,32,keyboard_typing,False,94231,B
1-96890-A-37.wav,1,37,clock_alarm,False,96890,A
1-97392-A-0.wav,1,0,dog,True,97392,A
2-102435-A-37.wav,2,37,clock_alarm,False,102435,A
2-104168-A-32.wav,2,32,keyboard_typing,False,104168,A
2-104475-A-37.wav,2,37,clock_alarm,False,104475,A
2-104476-A-37.wav,2,37,clock_alarm,False,104476,A
2-107351-A-20.wav,2,20,crying_baby,True,107351,A
2-107351-B-20.wav,2,20,crying_baby,True,107351,B
2-108017-A-24.wav,2,24,coughing,False,108017,A
2-109316-A-32.wav,2,32,keyboard_typing,False,109316,A
2-110010-A-5.wav,2,5,cat,False,110010,A
2-110011-A-5.wav,2,5,cat,False,110011,A
2-114254-A-30.wav,2,30,door_wood_knock,False,114254,A
2-114280-A-0.wav,2,0,dog,True,114280,A
